Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42643228,05/11/2019 02:43:25 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11215,283 9 STREET,9 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/11/2019 06:49:17 PM,06 BROOKLYN,BROOKLYN,987788,183246,Unspecified,BROOKLYN,,,,,,,,40.66964397374498,-73.98724617996518,"(40.66964397374498, -73.98724617996518)"
42645010,05/11/2019 11:47:10 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10472,1773 WESTCHESTER AVENUE,WESTCHESTER AVENUE,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,ADDRESS,BRONX,,,In Progress,,05/11/2019 04:00:23 PM,09 BRONX,BRONX,1020903,242260,Unspecified,BRONX,,,,,,,,40.83154709564852,-73.8675513171529,"(40.83154709564852, -73.8675513171529)"
42645935,05/11/2019 09:29:59 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10011,201 WEST 18 STREET,WEST 18 STREET,,,,,LATLONG,NEW YORK,,,In Progress,06/10/2019 09:29:59 AM,05/11/2019 01:33:58 PM,04 MANHATTAN,MANHATTAN,984813,209418,Unspecified,MANHATTAN,,,,,,,,40.74148063082293,-73.997968303393,"(40.74148063082293, -73.997968303393)"
42645938,05/11/2019 12:44:28 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,226 WEST 116 STREET,WEST 116 STREET,ST NICHOLAS AVENUE,8 AVENUE,ST NICHOLAS AVENUE,8 AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/11/2019 04:53:37 PM,10 MANHATTAN,MANHATTAN,997037,232110,Unspecified,MANHATTAN,,,,,,,,40.80375500023654,-73.95381241371409,"(40.80375500023654, -73.95381241371409)"
42655566,05/13/2019 06:26:44 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10453,1806 PHELAN PLACE,PHELAN PLACE,WEST TREMONT AVENUE,BILLINGSLEY TERRACE,WEST TREMONT AVENUE,BILLINGSLEY TERRACE,ADDRESS,BRONX,,,In Progress,06/12/2019 06:26:44 PM,05/13/2019 10:38:56 PM,05 BRONX,BRONX,1007166,249844,Unspecified,BRONX,,,,,,,,40.85240927728407,-73.9171651623363,"(40.85240927728407, -73.9171651623363)"
42655567,05/13/2019 10:01:54 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11226,,,,,,,INTERSECTION,BROOKLYN,,,In Progress,,05/14/2019 02:10:27 AM,14 BROOKLYN,BROOKLYN,994423,170815,Unspecified,BROOKLYN,,,,,,,,40.635518453251755,-73.96334701353732,"(40.635518453251755, -73.96334701353732)"
42659852,05/13/2019 04:42:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10471,512 WEST 261 STREET,WEST 261 STREET,RIVERDALE AVENUE,NETHERLAND AVENUE,RIVERDALE AVENUE,NETHERLAND AVENUE,ADDRESS,BRONX,,,In Progress,06/12/2019 04:42:04 PM,05/13/2019 08:49:42 PM,08 BRONX,BRONX,1010900,270921,Unspecified,BRONX,,,,,,,,40.910248563803314,-73.90358396451,"(40.910248563803314, -73.90358396451)"
42682976,05/16/2019 03:09:25 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10451,773 MELROSE AVENUE,MELROSE AVENUE,EAST 157 STREET,EAST 158 STREET,EAST 157 STREET,EAST 158 STREET,ADDRESS,BRONX,,,In Progress,06/15/2019 03:09:25 PM,05/16/2019 07:16:28 PM,01 BRONX,BRONX,1007752,238719,Unspecified,BRONX,,,,,,,,40.821872850691626,-73.91508592186028,"(40.821872850691626, -73.91508592186028)"
42684265,05/16/2019 11:32:42 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11205,277 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/16/2019 03:39:03 PM,02 BROOKLYN,BROOKLYN,993727,190869,Unspecified,BROOKLYN,,,,,,,,40.69056301249009,-73.96582649076603,"(40.69056301249009, -73.96582649076603)"
42684266,05/16/2019 09:05:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11372,33-16 78 STREET,78 STREET,,,,,LATLONG,JACKSON HEIGHTS,,,In Progress,06/15/2019 09:05:46 PM,05/17/2019 01:09:27 AM,03 QUEENS,QUEENS,1014907,213989,Unspecified,QUEENS,,,,,,,,40.75397374807762,-73.88934738732803,"(40.75397374807762, -73.88934738732803)"
42685082,05/16/2019 03:49:27 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,School/Pre-School,10011,324 WEST 15 STREET,WEST 15 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/16/2019 07:58:58 PM,04 MANHATTAN,MANHATTAN,983440,209176,Unspecified,MANHATTAN,,,,,,,,40.74081638187565,-74.0029230157103,"(40.74081638187565, -74.0029230157103)"
42690706,05/16/2019 01:14:18 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11106,,,,,,,INTERSECTION,ASTORIA,,,In Progress,06/15/2019 01:14:18 PM,05/16/2019 05:19:23 PM,01 QUEENS,QUEENS,1006333,217204,Unspecified,QUEENS,,,,,,,,40.76282366785378,-73.92028358894625,"(40.76282366785378, -73.92028358894625)"
42693333,05/17/2019 09:21:22 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,109 WOODBINE STREET,WOODBINE STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/17/2019 01:24:53 PM,04 BROOKLYN,BROOKLYN,1007167,191368,Unspecified,BROOKLYN,,,,,,,,40.691908055606646,-73.91736095748867,"(40.691908055606646, -73.91736095748867)"
42697373,05/17/2019 07:27:09 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,757 EMPIRE BOULEVARD,EMPIRE BOULEVARD,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/17/2019 11:40:14 AM,09 BROOKLYN,BROOKLYN,1001778,181102,Unspecified,BROOKLYN,,,,,,,,40.66374252768339,-73.93682046399705,"(40.66374252768339, -73.93682046399705)"
42669716,05/14/2019 01:10:55 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,20 CROOKE AVENUE,CROOKE AVENUE,PARADE PLACE,ST PAULS PLACE,PARADE PLACE,ST PAULS PLACE,ADDRESS,BROOKLYN,,,In Progress,06/13/2019 01:10:55 PM,05/14/2019 05:22:13 PM,14 BROOKLYN,BROOKLYN,994084,176819,Unspecified,BROOKLYN,,,,,,,,40.65199852272685,-73.96455966729852,"(40.65199852272685, -73.96455966729852)"
42669717,05/14/2019 10:31:19 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215,171 12 STREET,12 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/15/2019 02:38:25 AM,06 BROOKLYN,BROOKLYN,986502,183140,Unspecified,BROOKLYN,,,,,,,,40.66935344793992,-73.99188200182238,"(40.66935344793992, -73.99188200182238)"
42670871,05/14/2019 03:57:11 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 155 STREET,BEND,WEST 155 STREET,ADDRESS,NEW YORK,,,In Progress,06/13/2019 03:57:11 PM,05/14/2019 08:00:56 PM,12 MANHATTAN,MANHATTAN,998494,243200,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
42674289,05/15/2019 07:18:57 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11215,16 STREET,16 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,BLOCKFACE,BROOKLYN,,,In Progress,,05/15/2019 11:31:41 PM,07 BROOKLYN,BROOKLYN,986074,182177,Unspecified,BROOKLYN,,,,,,,,40.66671032606761,-73.99342511460318,"(40.66671032606761, -73.99342511460318)"
42675477,05/15/2019 08:34:36 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10035,215 EAST 124 STREET,EAST 124 STREET,,,,,LATLONG,NEW YORK,,,In Progress,06/14/2019 08:34:36 PM,05/16/2019 12:43:51 AM,11 MANHATTAN,MANHATTAN,1002123,231802,Unspecified,MANHATTAN,,,,,,,,40.802900800646746,-73.93544223253618,"(40.802900800646746, -73.93544223253618)"
42676767,05/15/2019 09:39:21 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11238,547 CLINTON AVENUE,CLINTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,,,In Progress,06/14/2019 09:39:21 PM,05/16/2019 01:42:05 AM,02 BROOKLYN,BROOKLYN,993504,187834,Unspecified,BROOKLYN,,,,,,,,40.682232868969365,-73.96663478419119,"(40.682232868969365, -73.96663478419119)"
42678000,05/15/2019 08:27:07 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,320 LINCOLN PLACE,LINCOLN PLACE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/15/2019 12:33:55 PM,08 BROOKLYN,BROOKLYN,993778,184542,Unspecified,BROOKLYN,,,,,,,,40.673196783069415,-73.96565153385406,"(40.673196783069415, -73.96565153385406)"
42678002,05/15/2019 10:39:43 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,446 ST JOHNS PLACE,ST JOHNS PLACE,,,,,LATLONG,BROOKLYN,,,In Progress,06/14/2019 10:39:43 AM,05/15/2019 02:46:08 PM,08 BROOKLYN,BROOKLYN,994347,184631,Unspecified,BROOKLYN,,,,,,,,40.67344043737419,-73.96360015419924,"(40.67344043737419, -73.96360015419924)"
42680495,05/15/2019 12:28:01 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11215,96 16 STREET,16 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,,In Progress,06/14/2019 12:28:01 PM,05/15/2019 04:31:17 PM,07 BROOKLYN,BROOKLYN,986190,182101,Unspecified,BROOKLYN,,,,,,,,40.66650169831097,-73.99300699683351,"(40.66650169831097, -73.99300699683351)"
42698220,05/17/2019 07:18:38 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Day Care/Nursery,11215,421 7 STREET,7 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/17/2019 11:27:16 PM,06 BROOKLYN,BROOKLYN,989190,182975,Unspecified,BROOKLYN,,,,,,,,40.66889946796906,-73.98219243416507,"(40.66889946796906, -73.98219243416507)"
42698668,05/17/2019 12:09:18 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,913 GREENE AVENUE,GREENE AVENUE,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,,,In Progress,06/16/2019 12:09:18 PM,05/17/2019 04:11:39 PM,03 BROOKLYN,BROOKLYN,1003312,190923,Unspecified,BROOKLYN,,,,,,,,40.69069577621162,-73.93126339765678,"(40.69069577621162, -73.93126339765678)"
42698671,05/17/2019 02:46:33 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,3003 WALLACE AVENUE,WALLACE AVENUE,ADEE AVENUE,BURKE AVENUE,ADEE AVENUE,BURKE AVENUE,ADDRESS,BRONX,,,In Progress,06/16/2019 02:46:33 PM,05/17/2019 06:58:48 PM,12 BRONX,BRONX,1021774,256245,Unspecified,BRONX,,,,,,,,40.86992807354579,-73.86432561850287,"(40.86992807354579, -73.86432561850287)"
42717942,05/19/2019 07:56:42 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,2305 BEDFORD AVENUE,BEDFORD AVENUE,ALBEMARLE ROAD,TILDEN AVENUE,ALBEMARLE ROAD,TILDEN AVENUE,ADDRESS,BROOKLYN,,,In Progress,06/18/2019 07:56:42 PM,05/20/2019 12:03:32 AM,17 BROOKLYN,BROOKLYN,996544,175162,Unspecified,BROOKLYN,,,,,,,,40.64744734441819,-73.95569719986415,"(40.64744734441819, -73.95569719986415)"
42726797,05/20/2019 10:51:16 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,821 EAST 215 STREET,EAST 215 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,,,In Progress,06/19/2019 10:51:16 AM,05/20/2019 02:58:02 PM,12 BRONX,BRONX,1022788,259757,Unspecified,BRONX,,,,,,,,40.8795630509937,-73.86063913380454,"(40.8795630509937, -73.86063913380454)"
42728131,05/20/2019 10:32:23 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11208,964 BELMONT AVENUE,BELMONT AVENUE,CHESTNUT STREET,DOSCHER STREET,CHESTNUT STREET,DOSCHER STREET,ADDRESS,BROOKLYN,,,In Progress,06/19/2019 10:32:23 AM,05/20/2019 02:42:31 PM,05 BROOKLYN,BROOKLYN,1019479,184831,Unspecified,BROOKLYN,,,,,,,,40.67392505381672,-73.87299793029428,"(40.67392505381672, -73.87299793029428)"
42729488,05/20/2019 03:57:54 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10463,25 KNOLLS CRESCENT,KNOLLS CRESCENT,BEND,BEND,BEND,BEND,ADDRESS,BRONX,,,In Progress,,05/20/2019 08:43:53 PM,08 BRONX,BRONX,1006893,259367,Unspecified,BRONX,,,,,,,,40.87854771606555,-73.91811980297528,"(40.87854771606555, -73.91811980297528)"
42732223,05/21/2019 09:51:37 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 155 STREET,BEND,WEST 155 STREET,ADDRESS,NEW YORK,,,In Progress,06/20/2019 09:51:37 AM,05/21/2019 01:54:46 PM,12 MANHATTAN,MANHATTAN,998494,243200,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
42733599,05/21/2019 08:47:15 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11211,290 POWERS STREET,POWERS STREET,JUDGE STREET,OLIVE STREET,JUDGE STREET,OLIVE STREET,ADDRESS,BROOKLYN,,,In Progress,06/20/2019 08:47:15 AM,05/21/2019 12:51:12 PM,01 BROOKLYN,BROOKLYN,1001091,199072,Unspecified,BROOKLYN,,,,,,,,40.71306737097841,-73.93925182970152,"(40.71306737097841, -73.93925182970152)"
42733602,05/21/2019 09:51:16 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11416,95-06 99 AVENUE,99 AVENUE,95 STREET,97 STREET,95 STREET,97 STREET,ADDRESS,OZONE PARK,,,In Progress,,05/21/2019 02:06:21 PM,09 QUEENS,QUEENS,1027154,189054,Unspecified,QUEENS,,,,,,,,40.68548234385341,-73.84530238960991,"(40.68548234385341, -73.84530238960991)"
42736137,05/21/2019 09:27:54 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,359 HERKIMER STREET,HERKIMER STREET,ST ANDREWS PLACE,KINGSTON AVENUE,ST ANDREWS PLACE,KINGSTON AVENUE,ADDRESS,BROOKLYN,,,In Progress,06/20/2019 09:27:54 AM,05/21/2019 01:33:59 PM,03 BROOKLYN,BROOKLYN,1000438,186737,Unspecified,BROOKLYN,,,,,,,,40.67921188850983,-73.94163694907247,"(40.67921188850983, -73.94163694907247)"
42737382,05/21/2019 05:33:32 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11416,91-11 101 AVENUE,101 AVENUE,91 STREET,92 STREET,91 STREET,92 STREET,ADDRESS,OZONE PARK,,,In Progress,06/20/2019 05:33:32 AM,05/21/2019 09:37:02 AM,09 QUEENS,QUEENS,1026066,188278,Unspecified,QUEENS,,,,,,,,40.68335761114366,-73.84923016514966,"(40.68335761114366, -73.84923016514966)"
42737385,05/21/2019 09:29:54 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11378,60-53 59 AVENUE,59 AVENUE,60 PLACE,60 LANE,60 PLACE,60 LANE,ADDRESS,MASPETH,,,In Progress,,05/22/2019 01:36:05 AM,05 QUEENS,QUEENS,1010639,201272,Unspecified,QUEENS,,,,,,,,40.71908251428368,-73.90480207029444,"(40.71908251428368, -73.90480207029444)"
42740031,05/21/2019 09:09:20 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10026,1880 7 AVENUE,7 AVENUE,WEST 114 STREET,WEST 115 STREET,WEST 114 STREET,WEST 115 STREET,ADDRESS,NEW YORK,,,In Progress,,05/21/2019 01:18:18 PM,10 MANHATTAN,MANHATTAN,997146,231475,Unspecified,MANHATTAN,,,,,,,,40.80201194125301,-73.95341991741957,"(40.80201194125301, -73.95341991741957)"
42745298,05/22/2019 09:05:03 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,267 HETT AVENUE,HETT AVENUE,MICHELLE LANE,JENNIFER LANE,MICHELLE LANE,JENNIFER LANE,ADDRESS,STATEN ISLAND,,,In Progress,06/21/2019 09:05:03 AM,05/22/2019 01:15:17 PM,03 STATEN ISLAND,STATEN ISLAND,954758,143386,Unspecified,STATEN ISLAND,,,,,,,,40.56018819538592,-74.10613892192247,"(40.56018819538592, -74.10613892192247)"
42746636,05/22/2019 11:57:44 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,12 ALBANY AVENUE,ALBANY AVENUE,DECATUR STREET,FULTON STREET,DECATUR STREET,FULTON STREET,ADDRESS,BROOKLYN,,,In Progress,06/21/2019 11:57:44 AM,05/22/2019 04:02:13 PM,03 BROOKLYN,BROOKLYN,1001321,187189,Unspecified,BROOKLYN,,,,,,,,40.68045086689186,-73.93845230040252,"(40.68045086689186, -73.93845230040252)"
42747950,05/23/2019 01:32:39 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10024,166 WEST 87 STREET,WEST 87 STREET,,,,,LATLONG,NEW YORK,,,In Progress,06/22/2019 01:32:39 AM,05/23/2019 05:36:24 AM,07 MANHATTAN,MANHATTAN,991441,226327,Unspecified,MANHATTAN,,,,,,,,40.78788856110238,-73.97403176888263,"(40.78788856110238, -73.97403176888263)"
42778875,05/26/2019 10:59:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,397 LINDEN STREET,LINDEN STREET,,,,,LATLONG,BROOKLYN,,,In Progress,06/25/2019 10:59:00 AM,05/26/2019 03:02:40 PM,04 BROOKLYN,BROOKLYN,1008535,194631,Unspecified,BROOKLYN,,,,,,,,40.70086057975174,-73.91241616773405,"(40.70086057975174, -73.91241616773405)"
42783379,05/26/2019 08:46:43 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456,1115 BOSTON ROAD,BOSTON ROAD,,,,,LATLONG,BRONX,,,In Progress,06/25/2019 08:46:43 PM,05/27/2019 12:48:29 AM,03 BRONX,BRONX,1010609,240889,Unspecified,BRONX,,,,,,,,40.82782081710894,-73.90475489933345,"(40.82782081710894, -73.90475489933345)"
42786202,05/27/2019 01:01:47 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10023,342 WEST 71 STREET,WEST 71 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/27/2019 05:05:34 PM,07 MANHATTAN,MANHATTAN,987969,223273,Unspecified,MANHATTAN,,,,,,,,40.77950828684622,-73.98657159003473,"(40.77950828684622, -73.98657159003473)"
42789133,05/27/2019 05:31:28 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11225,1039 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,06/26/2019 05:31:28 PM,05/27/2019 09:34:37 PM,09 BROOKLYN,BROOKLYN,995251,180803,Unspecified,BROOKLYN,,,,,,,,40.66293235447314,-73.96034746705888,"(40.66293235447314, -73.96034746705888)"
42764141,05/24/2019 04:09:11 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,364 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/24/2019 08:15:45 PM,08 BROOKLYN,BROOKLYN,994210,184485,Unspecified,BROOKLYN,,,,,,,,40.67303985538759,-73.96409425706678,"(40.67303985538759, -73.96409425706678)"
42764142,05/24/2019 11:23:17 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11216,18 ALBANY AVENUE,ALBANY AVENUE,DECATUR STREET,FULTON STREET,DECATUR STREET,FULTON STREET,ADDRESS,BROOKLYN,,,In Progress,,05/25/2019 03:29:59 AM,03 BROOKLYN,BROOKLYN,1001327,187134,Unspecified,BROOKLYN,,,,,,,,40.68029989283659,-73.93843080741527,"(40.68029989283659, -73.93843080741527)"
42791111,05/27/2019 10:32:28 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10461,1860 HONE AVENUE,HONE AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,,,In Progress,06/26/2019 10:32:28 AM,05/27/2019 02:34:55 PM,11 BRONX,BRONX,1024216,248973,Unspecified,BRONX,,,,,,,,40.84995792820978,-73.85553953031733,"(40.84995792820978, -73.85553953031733)"
42771884,05/25/2019 08:09:01 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11233,324 BAINBRIDGE STREET,BAINBRIDGE STREET,,,,,LATLONG,BROOKLYN,,,In Progress,06/24/2019 08:09:01 PM,05/26/2019 12:11:31 AM,03 BROOKLYN,BROOKLYN,1005368,187160,Unspecified,BROOKLYN,,,,,,,,40.68036253858097,-73.92386136399364,"(40.68036253858097, -73.92386136399364)"
42774592,05/25/2019 11:41:43 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,1483 GRAND CONCOURSE,GRAND CONCOURSE,EAST 171 STREET,EAST 172 STREET,EAST 171 STREET,EAST 172 STREET,ADDRESS,BRONX,,,In Progress,,05/25/2019 03:45:14 PM,04 BRONX,BRONX,1008366,245521,Unspecified,BRONX,,,,,,,,40.84054072386673,-73.91284305349552,"(40.84054072386673, -73.91284305349552)"
42800608,05/28/2019 01:01:29 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11104,43-15 46 STREET,46 STREET,43 AVENUE,QUEENS BOULEVARD,43 AVENUE,QUEENS BOULEVARD,ADDRESS,SUNNYSIDE,,,In Progress,06/27/2019 01:01:29 PM,05/28/2019 05:10:13 PM,02 QUEENS,QUEENS,1006856,210531,Unspecified,QUEENS,,,,,,,,40.74450666245471,-73.91841807065099,"(40.74450666245471, -73.91841807065099)"
42806921,05/30/2019 12:08:04 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,210 WEST 107 STREET,WEST 107 STREET,,,,,LATLONG,NEW YORK,,,In Progress,06/29/2019 12:08:04 AM,05/30/2019 04:12:40 AM,07 MANHATTAN,MANHATTAN,993655,231179,Unspecified,MANHATTAN,,,,,,,,40.801203907874864,-73.96602974960301,"(40.801203907874864, -73.96602974960301)"
42806924,05/29/2019 10:34:11 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10024,324 WEST 88 STREET,WEST 88 STREET,,,,,LATLONG,NEW YORK,,,In Progress,06/28/2019 10:34:11 AM,05/29/2019 02:50:36 PM,07 MANHATTAN,MANHATTAN,990290,227273,Unspecified,MANHATTAN,,,,,,,,40.79048593871124,-73.97818742393748,"(40.79048593871124, -73.97818742393748)"
42808193,05/29/2019 02:27:55 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10009,368 EAST 10 STREET,EAST 10 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,,,In Progress,06/28/2019 02:27:55 PM,05/29/2019 06:48:21 PM,03 MANHATTAN,MANHATTAN,990147,203911,Unspecified,MANHATTAN,,,,,,,,40.72636332342909,-73.97872433894062,"(40.72636332342909, -73.97872433894062)"
42810671,05/29/2019 12:06:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,255 WEST 93 STREET,WEST 93 STREET,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,ADDRESS,NEW YORK,,,In Progress,06/28/2019 12:06:04 PM,05/29/2019 04:28:18 PM,07 MANHATTAN,MANHATTAN,991496,228190,Unspecified,MANHATTAN,,,,,,,,40.793001949931174,-73.97383114235681,"(40.793001949931174, -73.97383114235681)"
42619009,05/08/2019 01:03:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10469,912 BURKE AVENUE,BURKE AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,ADDRESS,BRONX,,,In Progress,,05/30/2019 08:08:02 AM,12 BRONX,BRONX,1022737,256753,Unspecified,BRONX,,,,,,,,40.87131823005197,-73.860840816659,"(40.87131823005197, -73.860840816659)"
